,Gender,Marital_Status,Number_of_Dependents,Education,Loan_Status,Annual_Income,Credit_Score,Loan_Amount,Term,Property_Area,Loan_Approval
4356,Female,No,0,Graduate,No,5588.0,4692.0,3138.0,360,Semiurban,No
4357,Male,Yes,2,Graduate,No,1754.0,2627.0,7127.0,180,Semiurban,No
4358,Female,Yes,0,Not Graduate,No,5563.0,2116.0,7796.0,360,Urban,No
4359,Female,No,2,Graduate,Yes,11217.0,2861.0,5021.0,180,Urban,No
4360,Female,No,1,Graduate,Yes,3791.0,4194.0,9014.0,360,Rural,Yes
4361,Female,No,3,Not Graduate,Yes,11227.0,1581.0,1479.0,360,Urban,No
4362,Male,No,3,Not Graduate,Yes,5706.0,4971.0,8664.0,180,Rural,Yes
4363,Female,No,1,Graduate,Yes,9550.0,2791.0,1067.0,180,Semiurban,No
4364,Female,Yes,2,Not Graduate,Yes,6054.0,924.0,6913.0,180,Rural,Yes
4365,Female,Yes,1,Not Graduate,Yes,6669.0,855.0,5021.0,360,Rural,Yes
4366,Female,Yes,1,Not Graduate,No,5245.0,2627.0,1646.0,360,Urban,Yes
4367,Female,No,1,Not Graduate,No,6191.0,2946.0,9989.0,360,Semiurban,No
4368,Female,No,1,Graduate,No,8009.0,2334.0,8879.0,360,Semiurban,No
4369,Male,No,0,Graduate,Yes,6669.0,3877.0,2035.0,180,Rural,Yes
4370,Female,No,3,Graduate,Yes,7892.0,3732.0,7962.0,360,Semiurban,No
4371,Female,No,0,Graduate,Yes,5101.0,2677.0,7964.0,360,Semiurban,No
4372,Female,No,0,Not Graduate,No,5002.0,3333.0,3896.0,180,Rural,Yes
4373,Male,Yes,3,Graduate,No,9451.0,2627.0,5021.0,360,Urban,Yes
4374,Female,No,1,Graduate,Yes,7931.0,3043.0,6979.0,180,Urban,No
4375,Female,No,0,Not Graduate,No,3967.0,573.0,1880.0,180,Semiurban,Yes
4376,Male,No,3,Not Graduate,Yes,5318.0,1176.0,7153.0,180,Urban,No
4377,Female,Yes,1,Graduate,Yes,6168.0,2643.0,2710.0,360,Semiurban,Yes
4378,Female,No,0,Not Graduate,No,5471.0,2840.0,9567.0,180,Semiurban,No
4379,Female,No,2,Graduate,Yes,4762.0,4923.0,8963.0,180,Semiurban,Yes
4380,Female,No,2,Not Graduate,Yes,8921.0,3419.0,2998.0,180,Semiurban,No
4381,Male,Yes,3,Not Graduate,No,3669.0,312.0,9805.0,360,Urban,Yes
4382,Male,No,1,Graduate,No,9430.0,3173.0,4154.0,360,Semiurban,No
4383,Male,Yes,3,Not Graduate,Yes,6775.0,677.0,2871.0,180,Rural,No
4384,Female,No,2,Graduate,Yes,5144.0,889.0,7138.0,180,Semiurban,Yes
4385,Male,Yes,2,Graduate,No,9419.0,1377.0,5021.0,180,Rural,No
4386,Male,No,2,Not Graduate,No,10610.0,1057.0,6173.0,180,Urban,No
4387,Male,No,1,Not Graduate,No,10552.0,2427.0,7627.0,360,Urban,No
4388,Female,Yes,0,Graduate,No,7135.0,4010.0,7081.0,360,Semiurban,No
4389,Female,Yes,2,Graduate,No,5112.0,413.0,1745.0,180,Rural,No
4390,Male,Yes,3,Not Graduate,No,6669.0,1307.0,6423.0,360,Urban,Yes
4391,Female,No,0,Graduate,Yes,11218.0,2627.0,3547.0,180,Semiurban,No
4392,Male,No,2,Graduate,Yes,7367.0,4751.0,7550.0,180,Semiurban,Yes
4393,Female,No,1,Not Graduate,Yes,10938.0,4751.0,9768.0,360,Rural,Yes
4394,Male,Yes,2,Graduate,No,2455.0,1541.0,5483.0,360,Rural,No
4395,Female,No,3,Graduate,No,6669.0,859.0,8725.0,360,Rural,No
4396,Male,Yes,3,Not Graduate,Yes,9635.0,3168.0,6306.0,180,Rural,Yes
4397,Female,No,2,Not Graduate,Yes,5988.0,2212.0,8433.0,180,Rural,No
4398,Male,No,1,Not Graduate,No,9225.0,1131.0,1474.0,180,Rural,No
4399,Male,Yes,1,Graduate,No,10178.0,957.0,4524.0,180,Rural,No
4400,Female,Yes,3,Not Graduate,No,3119.0,270.0,7701.0,180,Rural,Yes
4401,Male,Yes,1,Graduate,Yes,8726.0,4891.0,4563.0,360,Rural,Yes
4402,Female,Yes,0,Not Graduate,Yes,10098.0,3959.0,2244.0,360,Rural,Yes
4403,Female,Yes,0,Graduate,Yes,4340.0,3558.0,4352.0,180,Rural,No
4404,Male,Yes,2,Not Graduate,Yes,9571.0,4330.0,2670.0,180,Urban,Yes
4405,Female,Yes,1,Not Graduate,Yes,6261.0,2627.0,3210.0,360,Rural,Yes
4406,Female,Yes,2,Graduate,No,7482.0,4442.0,3673.0,180,Semiurban,No
4407,Female,No,2,Not Graduate,No,6669.0,2543.0,5152.0,360,Rural,No
4408,Female,Yes,3,Not Graduate,No,8074.0,2216.0,9955.0,180,Semiurban,No
4409,Male,No,1,Graduate,Yes,11740.0,3517.0,7708.0,360,Rural,No
4410,Female,Yes,1,Graduate,Yes,11985.0,678.0,4451.0,360,Urban,Yes
4411,Male,Yes,1,Not Graduate,Yes,5047.0,3441.0,5982.0,360,Urban,Yes
4412,Male,No,1,Graduate,No,3421.0,3264.0,5021.0,360,Urban,No
4413,Male,No,2,Graduate,No,5944.0,2655.0,8963.0,360,Semiurban,No
4414,Female,Yes,0,Not Graduate,Yes,10402.0,1927.0,5021.0,360,Semiurban,Yes
4415,Female,Yes,2,Graduate,No,9977.0,1540.0,4459.0,360,Semiurban,No
4416,Female,No,1,Graduate,Yes,5862.0,1585.0,7835.0,360,Semiurban,Yes
4417,Female,Yes,2,Not Graduate,Yes,10561.0,2627.0,9244.0,180,Rural,Yes
4418,Female,Yes,3,Graduate,No,2022.0,2495.0,4210.0,180,Semiurban,Yes
4419,Male,Yes,3,Graduate,Yes,5980.0,2627.0,9395.0,180,Rural,No
4420,Male,No,3,Graduate,Yes,8553.0,1737.0,3166.0,180,Semiurban,Yes
4421,Female,Yes,2,Graduate,Yes,5247.0,1122.0,4998.0,180,Rural,No
4422,Female,No,1,Graduate,Yes,8609.0,3246.0,7836.0,180,Urban,No
4423,Male,No,1,Not Graduate,No,6960.0,3392.0,7936.0,180,Semiurban,No
4424,Male,No,1,Graduate,No,11826.0,1550.0,7104.0,360,Semiurban,No
4425,Female,Yes,1,Graduate,Yes,11459.0,4462.0,6655.0,180,Urban,Yes
4426,Female,No,2,Not Graduate,Yes,7290.0,663.0,2368.0,360,Rural,Yes
4427,Female,No,3,Graduate,Yes,2989.0,2627.0,4250.0,360,Semiurban,Yes
4428,Female,No,3,Not Graduate,Yes,4943.0,2420.0,5193.0,360,Rural,Yes
4429,Male,No,0,Not Graduate,No,6669.0,189.0,555.0,360,Urban,Yes
4430,Male,Yes,3,Graduate,Yes,11432.0,3427.0,5021.0,180,Urban,No
4431,Female,No,0,Graduate,Yes,1944.0,4799.0,3470.0,180,Semiurban,Yes
4432,Male,No,2,Not Graduate,Yes,11571.0,1328.0,3407.0,180,Urban,No
4433,Male,Yes,1,Graduate,Yes,3189.0,4065.0,3904.0,180,Semiurban,No
4434,Male,No,1,Graduate,Yes,7872.0,807.0,6710.0,360,Semiurban,Yes
4435,Male,No,3,Graduate,Yes,6669.0,2705.0,5021.0,180,Urban,Yes
4436,Female,No,3,Graduate,Yes,6669.0,3413.0,4748.0,180,Urban,Yes
4437,Female,No,1,Graduate,Yes,6723.0,789.0,3030.0,360,Semiurban,No
4438,Female,Yes,0,Graduate,Yes,10858.0,4633.0,469.0,360,Urban,Yes
4439,Male,No,2,Not Graduate,No,10829.0,2008.0,3011.0,180,Rural,No
4440,Male,No,2,Graduate,No,11822.0,2627.0,735.0,360,Rural,Yes
4441,Male,No,0,Graduate,Yes,4773.0,2464.0,277.0,360,Rural,Yes
4442,Male,No,2,Graduate,No,3154.0,2627.0,6345.0,180,Rural,Yes
4443,Male,No,0,Not Graduate,No,10058.0,4355.0,8485.0,360,Rural,No
4444,Female,No,0,Not Graduate,No,6669.0,1918.0,5543.0,180,Rural,No
4445,Male,No,0,Graduate,Yes,4250.0,782.0,1141.0,360,Semiurban,No
4446,Female,No,0,Not Graduate,Yes,6828.0,675.0,8222.0,360,Semiurban,No
4447,Female,No,1,Not Graduate,Yes,10255.0,4007.0,734.0,180,Urban,Yes
4448,Female,No,2,Graduate,No,1709.0,4486.0,8398.0,360,Semiurban,Yes
4449,Female,No,1,Graduate,No,9766.0,451.0,5021.0,180,Semiurban,No
4450,Male,No,1,Not Graduate,Yes,10525.0,2450.0,7260.0,360,Urban,No
4451,Male,No,2,Graduate,Yes,9385.0,943.0,4943.0,360,Urban,No
4452,Male,Yes,0,Graduate,No,9839.0,446.0,8152.0,360,Semiurban,Yes
4453,Male,No,3,Not Graduate,Yes,9831.0,3211.0,3162.0,360,Urban,No
4454,Female,No,2,Not Graduate,No,6669.0,1806.0,5926.0,180,Rural,Yes
4455,Female,No,0,Graduate,Yes,2885.0,2627.0,9075.0,360,Urban,Yes
4456,Male,No,3,Graduate,No,4672.0,2058.0,2039.0,180,Rural,No
4457,Male,Yes,1,Graduate,Yes,7586.0,4597.0,2544.0,180,Urban,Yes
4458,Female,Yes,2,Graduate,No,6567.0,3582.0,9406.0,180,Semiurban,Yes
4459,Female,Yes,0,Not Graduate,Yes,3230.0,3713.0,184.0,180,Urban,Yes
4460,Male,No,1,Graduate,No,4307.0,884.0,5021.0,180,Rural,Yes
4461,Female,No,2,Not Graduate,No,10243.0,3942.0,5434.0,180,Urban,No
4462,Male,Yes,2,Graduate,No,5545.0,2862.0,2530.0,180,Urban,No
4463,Female,No,2,Graduate,Yes,2576.0,2627.0,8000.0,360,Rural,Yes
4464,Male,Yes,3,Graduate,Yes,6507.0,4732.0,2875.0,360,Rural,No
4465,Male,Yes,3,Graduate,Yes,5939.0,3874.0,2253.0,360,Urban,No
4466,Male,Yes,0,Not Graduate,No,6669.0,3654.0,5021.0,180,Urban,Yes
4467,Male,No,0,Not Graduate,No,7431.0,3126.0,7185.0,180,Semiurban,No
4468,Female,No,3,Not Graduate,Yes,8265.0,3775.0,9169.0,360,Rural,No
4469,Female,No,1,Not Graduate,Yes,5652.0,2627.0,1682.0,180,Rural,Yes
4470,Female,No,3,Not Graduate,No,2118.0,3570.0,609.0,180,Semiurban,Yes
4471,Male,No,3,Not Graduate,Yes,8532.0,3010.0,3168.0,360,Semiurban,No
4472,Female,No,1,Graduate,No,9087.0,2520.0,8697.0,180,Urban,No
4473,Female,Yes,2,Graduate,No,1684.0,2542.0,1988.0,360,Rural,No
4474,Female,Yes,0,Graduate,Yes,1831.0,617.0,9713.0,180,Rural,No
4475,Male,Yes,2,Not Graduate,Yes,4901.0,2579.0,4949.0,180,Urban,No
4476,Male,No,0,Not Graduate,No,1696.0,1359.0,180.0,360,Rural,Yes
4477,Female,No,0,Not Graduate,No,2144.0,522.0,5330.0,180,Rural,No
4478,Male,No,2,Not Graduate,Yes,7598.0,2587.0,2143.0,360,Rural,No
4479,Male,No,1,Graduate,No,3232.0,474.0,5566.0,360,Rural,No
4480,Female,Yes,2,Not Graduate,No,9309.0,2971.0,8364.0,180,Rural,No
4481,Male,Yes,0,Not Graduate,Yes,3934.0,4690.0,2895.0,180,Semiurban,Yes
4482,Female,Yes,0,Graduate,Yes,6669.0,4870.0,6217.0,360,Rural,Yes
4483,Female,Yes,3,Graduate,No,7770.0,523.0,4243.0,360,Rural,No
4484,Female,No,0,Not Graduate,Yes,8634.0,4526.0,8174.0,360,Urban,No
4485,Female,No,2,Not Graduate,Yes,6669.0,1488.0,6084.0,360,Semiurban,No
4486,Male,No,2,Not Graduate,No,7655.0,2552.0,5021.0,180,Rural,Yes
4487,Male,Yes,3,Graduate,No,11027.0,2298.0,1761.0,180,Rural,Yes
4488,Female,No,2,Not Graduate,Yes,3953.0,4733.0,2426.0,180,Semiurban,No
4489,Female,No,1,Graduate,No,5943.0,2627.0,4108.0,180,Semiurban,Yes
4490,Female,No,1,Graduate,Yes,6369.0,3897.0,7500.0,180,Rural,No
4491,Male,No,3,Not Graduate,Yes,8106.0,2627.0,2937.0,360,Semiurban,No
4492,Male,Yes,0,Not Graduate,Yes,8236.0,4730.0,3100.0,180,Rural,Yes
4493,Male,No,1,Graduate,No,2275.0,2233.0,5615.0,180,Urban,Yes
4494,Male,No,1,Not Graduate,No,7138.0,4912.0,7154.0,180,Semiurban,No
4495,Male,Yes,1,Graduate,Yes,4139.0,2627.0,9618.0,360,Semiurban,Yes
4496,Male,Yes,1,Not Graduate,Yes,6669.0,3356.0,5392.0,360,Rural,No
4497,Male,No,2,Graduate,No,9018.0,2209.0,9535.0,360,Rural,No
4498,Female,No,2,Not Graduate,No,6674.0,2367.0,5711.0,180,Urban,No
4499,Female,No,1,Graduate,No,6669.0,1762.0,2174.0,180,Semiurban,Yes
4500,Male,Yes,0,Not Graduate,No,6669.0,468.0,5021.0,360,Urban,No
4501,Female,Yes,3,Not Graduate,Yes,10270.0,3247.0,4544.0,360,Rural,Yes
4502,Female,Yes,0,Graduate,Yes,8811.0,4971.0,842.0,360,Rural,Yes
4503,Male,No,3,Graduate,No,6669.0,2013.0,2166.0,360,Urban,Yes
4504,Male,Yes,2,Not Graduate,Yes,6864.0,4030.0,9028.0,360,Semiurban,No
4505,Male,Yes,1,Not Graduate,Yes,6669.0,2243.0,5021.0,360,Rural,Yes
4506,Male,Yes,0,Not Graduate,Yes,10780.0,1119.0,8306.0,360,Rural,No
4507,Male,No,2,Not Graduate,No,10764.0,1415.0,5158.0,360,Semiurban,Yes
4508,Male,Yes,2,Not Graduate,Yes,3346.0,1871.0,7614.0,180,Semiurban,Yes
4509,Male,No,1,Not Graduate,Yes,8562.0,1932.0,7004.0,180,Rural,No
4510,Female,Yes,2,Graduate,No,10569.0,2543.0,5021.0,360,Rural,No
4511,Female,Yes,1,Not Graduate,No,4890.0,2159.0,820.0,180,Semiurban,No
4512,Female,Yes,2,Graduate,Yes,9484.0,2681.0,7163.0,180,Urban,No
4513,Male,Yes,1,Not Graduate,No,11426.0,3822.0,5176.0,180,Urban,No
4514,Male,Yes,3,Not Graduate,Yes,5537.0,1979.0,9950.0,360,Rural,Yes
4515,Male,Yes,0,Graduate,Yes,6669.0,2125.0,5021.0,180,Semiurban,Yes
4516,Female,Yes,0,Not Graduate,Yes,1751.0,4641.0,6745.0,180,Rural,Yes
4517,Female,Yes,0,Not Graduate,No,6669.0,3614.0,4722.0,360,Rural,No
4518,Male,No,0,Graduate,Yes,6596.0,4690.0,9797.0,360,Rural,Yes
4519,Male,No,0,Not Graduate,Yes,9393.0,1019.0,5970.0,180,Rural,No
4520,Female,Yes,1,Not Graduate,Yes,8629.0,3324.0,2171.0,360,Urban,No
4521,Male,No,1,Not Graduate,No,9246.0,4602.0,5021.0,360,Rural,Yes
4522,Female,Yes,2,Not Graduate,No,11617.0,3154.0,9859.0,180,Urban,Yes
4523,Female,Yes,3,Not Graduate,No,11635.0,2702.0,1364.0,360,Urban,Yes
4524,Male,No,3,Graduate,Yes,5462.0,1029.0,5021.0,180,Urban,Yes
4525,Male,Yes,3,Not Graduate,Yes,5191.0,2627.0,2040.0,360,Semiurban,No
4526,Male,No,0,Not Graduate,Yes,9909.0,1858.0,136.0,180,Urban,No
4527,Male,No,3,Graduate,Yes,8561.0,2217.0,5847.0,180,Urban,Yes
4528,Female,No,3,Graduate,Yes,10494.0,560.0,5595.0,180,Rural,Yes
4529,Female,Yes,1,Graduate,No,2211.0,2627.0,4710.0,180,Semiurban,Yes
4530,Male,No,1,Graduate,No,11435.0,3218.0,6073.0,360,Urban,Yes
4531,Female,No,1,Graduate,No,9024.0,2044.0,8542.0,180,Rural,No
4532,Female,Yes,1,Graduate,No,5700.0,4950.0,9924.0,180,Urban,Yes
4533,Female,No,3,Graduate,Yes,9533.0,4756.0,5021.0,180,Urban,No
4534,Male,Yes,2,Not Graduate,No,1883.0,420.0,8774.0,360,Urban,No
4535,Male,Yes,3,Graduate,No,11359.0,171.0,9127.0,360,Rural,No
4536,Female,Yes,1,Not Graduate,No,1618.0,4092.0,580.0,180,Rural,No
4537,Male,Yes,1,Not Graduate,No,4657.0,4543.0,1251.0,360,Rural,No
4538,Male,Yes,1,Graduate,Yes,9788.0,4273.0,235.0,180,Urban,Yes
4539,Female,No,3,Graduate,No,4172.0,3015.0,1442.0,180,Semiurban,Yes
4540,Male,No,2,Graduate,Yes,8037.0,3220.0,5021.0,180,Rural,Yes
4541,Male,No,1,Not Graduate,No,2409.0,2941.0,1474.0,180,Urban,No
4542,Female,Yes,1,Not Graduate,No,11135.0,3645.0,1229.0,360,Urban,Yes
4543,Female,No,0,Graduate,Yes,8135.0,1188.0,4613.0,360,Rural,No
4544,Male,Yes,0,Graduate,Yes,9717.0,1286.0,8415.0,360,Semiurban,Yes
4545,Female,No,1,Not Graduate,Yes,2324.0,2273.0,9774.0,180,Urban,No
4546,Male,Yes,2,Graduate,Yes,8831.0,4392.0,5059.0,360,Rural,Yes
4547,Male,No,1,Not Graduate,No,6669.0,2955.0,1669.0,180,Rural,Yes
4548,Female,Yes,0,Graduate,Yes,10633.0,4984.0,8036.0,360,Urban,Yes
4549,Female,No,0,Graduate,Yes,11570.0,2593.0,8965.0,360,Urban,Yes
4550,Male,No,2,Graduate,No,10763.0,2627.0,9709.0,180,Urban,Yes
4551,Male,Yes,0,Graduate,No,6669.0,3373.0,1096.0,180,Semiurban,No
4552,Female,No,2,Graduate,Yes,6669.0,1453.0,5460.0,180,Urban,Yes
4553,Male,Yes,1,Not Graduate,No,11479.0,3409.0,430.0,360,Rural,Yes
4554,Male,Yes,2,Not Graduate,No,9449.0,3019.0,5021.0,360,Urban,Yes
4555,Female,Yes,2,Graduate,No,11590.0,3482.0,8833.0,360,Rural,No
4556,Female,Yes,3,Not Graduate,No,11633.0,4908.0,5021.0,360,Rural,Yes
4557,Male,Yes,3,Graduate,Yes,6669.0,1901.0,9218.0,180,Rural,Yes
4558,Male,Yes,1,Not Graduate,No,4311.0,1235.0,9537.0,180,Semiurban,No
4559,Female,Yes,3,Not Graduate,Yes,3109.0,4034.0,6435.0,360,Rural,No
4560,Female,No,0,Graduate,Yes,4131.0,4551.0,9080.0,360,Semiurban,Yes
4561,Male,Yes,2,Graduate,Yes,11325.0,3768.0,1895.0,180,Rural,No
4562,Male,Yes,2,Graduate,No,6669.0,2627.0,5165.0,360,Urban,No
4563,Female,Yes,1,Not Graduate,No,9610.0,810.0,1480.0,180,Semiurban,No
4564,Male,Yes,0,Not Graduate,No,11236.0,2293.0,1707.0,360,Semiurban,No
4565,Female,No,2,Graduate,No,10037.0,780.0,834.0,180,Urban,Yes
4566,Male,No,2,Not Graduate,No,5045.0,2419.0,651.0,360,Semiurban,Yes
4567,Female,Yes,3,Not Graduate,Yes,9832.0,3071.0,4016.0,180,Rural,Yes
4568,Male,No,0,Not Graduate,No,6502.0,3796.0,9049.0,360,Rural,Yes
4569,Female,No,3,Not Graduate,No,9336.0,2131.0,9099.0,360,Semiurban,No
4570,Female,No,0,Not Graduate,Yes,6669.0,4776.0,4002.0,360,Urban,Yes
4571,Female,No,0,Not Graduate,Yes,5240.0,2860.0,4585.0,360,Urban,No
4572,Male,No,0,Not Graduate,Yes,6517.0,4382.0,1503.0,360,Rural,Yes
4573,Male,No,2,Not Graduate,Yes,11248.0,1411.0,6309.0,180,Semiurban,Yes
4574,Female,No,2,Not Graduate,No,2397.0,2627.0,6448.0,180,Rural,No
4575,Female,No,1,Graduate,Yes,6277.0,3917.0,1202.0,180,Semiurban,Yes
4576,Female,Yes,3,Graduate,Yes,5750.0,1396.0,7954.0,180,Rural,Yes
4577,Male,Yes,0,Graduate,Yes,9010.0,2805.0,6961.0,180,Semiurban,Yes
4578,Female,No,3,Not Graduate,No,1750.0,3365.0,7551.0,180,Rural,Yes
4579,Male,No,3,Graduate,Yes,2989.0,3760.0,6223.0,180,Urban,No
4580,Male,No,3,Not Graduate,No,8575.0,1743.0,7276.0,360,Semiurban,Yes
4581,Male,Yes,0,Graduate,No,8652.0,3595.0,1581.0,360,Semiurban,Yes
4582,Male,No,0,Graduate,No,6366.0,2641.0,2416.0,360,Semiurban,Yes
4583,Male,Yes,3,Not Graduate,No,11896.0,2240.0,7087.0,180,Semiurban,No
4584,Female,No,1,Graduate,No,9171.0,4078.0,7285.0,180,Rural,No
4585,Female,No,2,Not Graduate,No,4575.0,1894.0,8681.0,360,Semiurban,Yes
4586,Female,No,3,Graduate,No,3931.0,3283.0,5021.0,180,Urban,Yes
4587,Male,No,3,Graduate,Yes,2859.0,816.0,9516.0,180,Urban,Yes
4588,Female,Yes,0,Graduate,No,10753.0,633.0,6642.0,180,Semiurban,Yes
4589,Male,No,1,Not Graduate,Yes,11742.0,968.0,8369.0,360,Urban,No
4590,Male,Yes,2,Not Graduate,No,5091.0,1660.0,2166.0,360,Semiurban,Yes
4591,Male,No,1,Graduate,No,4442.0,3628.0,9050.0,180,Rural,Yes
4592,Female,Yes,2,Graduate,No,6523.0,636.0,2544.0,180,Semiurban,No
4593,Male,No,1,Not Graduate,Yes,6043.0,919.0,4383.0,360,Semiurban,No
4594,Male,Yes,0,Graduate,Yes,4105.0,3192.0,6640.0,360,Urban,Yes
4595,Male,Yes,2,Graduate,No,4340.0,2627.0,6645.0,180,Urban,Yes
4596,Female,Yes,2,Graduate,Yes,7873.0,2062.0,4137.0,180,Semiurban,No
4597,Female,Yes,2,Not Graduate,Yes,1564.0,710.0,4847.0,180,Rural,No
4598,Male,No,0,Graduate,Yes,10390.0,2627.0,4456.0,360,Rural,No
4599,Female,No,2,Not Graduate,No,5495.0,519.0,4453.0,180,Rural,Yes
4600,Male,No,2,Graduate,Yes,6177.0,2588.0,9783.0,180,Semiurban,Yes
4601,Male,Yes,3,Graduate,No,9090.0,2627.0,5021.0,180,Urban,No
4602,Female,Yes,3,Graduate,Yes,4341.0,4796.0,5693.0,360,Rural,Yes
4603,Female,No,1,Not Graduate,Yes,9901.0,2627.0,3611.0,180,Semiurban,Yes
4604,Female,Yes,1,Graduate,Yes,6669.0,1303.0,9791.0,180,Rural,No
4605,Male,Yes,2,Not Graduate,Yes,6619.0,1895.0,3573.0,360,Semiurban,No
4606,Male,Yes,1,Graduate,Yes,10149.0,776.0,6475.0,180,Semiurban,Yes
4607,Male,No,2,Graduate,No,6669.0,127.0,8715.0,180,Urban,Yes
4608,Male,No,2,Graduate,Yes,2035.0,2627.0,4060.0,360,Semiurban,No
4609,Female,No,0,Graduate,No,11067.0,196.0,1435.0,180,Rural,No
4610,Female,No,1,Not Graduate,No,5034.0,4910.0,3889.0,360,Semiurban,Yes
4611,Male,Yes,2,Not Graduate,Yes,5895.0,4506.0,5805.0,360,Rural,Yes
4612,Female,Yes,1,Not Graduate,Yes,10772.0,1388.0,5009.0,180,Rural,Yes
4613,Male,Yes,3,Not Graduate,Yes,7300.0,2917.0,5021.0,180,Semiurban,Yes
4614,Male,Yes,1,Graduate,Yes,4437.0,1940.0,2301.0,180,Urban,Yes
4615,Female,No,1,Not Graduate,No,2345.0,4363.0,7188.0,180,Urban,No
4616,Female,No,3,Graduate,No,11066.0,4791.0,5668.0,360,Semiurban,Yes
4617,Male,Yes,2,Not Graduate,No,3084.0,4758.0,5021.0,180,Semiurban,No
4618,Female,Yes,2,Not Graduate,Yes,5114.0,1194.0,7767.0,180,Urban,No
4619,Female,No,0,Graduate,No,6231.0,199.0,3912.0,180,Rural,No
4620,Male,Yes,2,Not Graduate,No,7089.0,2627.0,8597.0,180,Semiurban,Yes
4621,Female,Yes,1,Graduate,No,4166.0,4455.0,9946.0,180,Semiurban,No
4622,Male,Yes,3,Not Graduate,Yes,9847.0,3764.0,6376.0,180,Rural,No
4623,Female,No,3,Not Graduate,Yes,3800.0,1486.0,319.0,360,Urban,No
4624,Female,Yes,2,Graduate,Yes,10004.0,3569.0,5538.0,180,Urban,Yes
4625,Male,Yes,1,Graduate,No,9770.0,4282.0,9696.0,360,Semiurban,Yes
4626,Male,Yes,3,Not Graduate,Yes,8882.0,3069.0,2155.0,360,Rural,No
4627,Male,No,1,Graduate,No,2160.0,2587.0,3409.0,360,Urban,No
4628,Male,Yes,1,Not Graduate,No,5140.0,1680.0,6627.0,360,Urban,No
4629,Male,Yes,1,Not Graduate,No,11378.0,1213.0,8840.0,180,Semiurban,No
4630,Male,Yes,1,Graduate,Yes,11935.0,4345.0,6366.0,180,Semiurban,Yes
4631,Male,Yes,1,Graduate,No,6669.0,184.0,4890.0,180,Semiurban,Yes
4632,Male,No,1,Not Graduate,No,9379.0,1090.0,189.0,180,Rural,No
4633,Female,No,1,Not Graduate,Yes,3104.0,4714.0,7500.0,360,Semiurban,No
4634,Male,Yes,2,Graduate,Yes,11299.0,2989.0,4675.0,360,Semiurban,No
4635,Male,Yes,0,Not Graduate,No,8659.0,2732.0,7909.0,360,Rural,Yes
4636,Female,No,3,Not Graduate,Yes,6669.0,769.0,9563.0,360,Semiurban,Yes
4637,Male,No,3,Graduate,No,4762.0,2627.0,5021.0,360,Semiurban,Yes
4638,Male,Yes,0,Not Graduate,Yes,11617.0,2627.0,9326.0,180,Urban,Yes
4639,Male,No,1,Not Graduate,No,9048.0,806.0,7851.0,360,Urban,No
4640,Male,Yes,3,Not Graduate,Yes,6611.0,2424.0,5021.0,360,Urban,No
4641,Female,Yes,2,Not Graduate,Yes,10841.0,3738.0,8864.0,360,Urban,No
4642,Female,No,3,Not Graduate,Yes,5331.0,3512.0,4685.0,360,Urban,No
4643,Female,Yes,3,Graduate,Yes,10749.0,563.0,5021.0,180,Semiurban,Yes
4644,Male,Yes,0,Not Graduate,Yes,8012.0,4502.0,1874.0,360,Semiurban,Yes
4645,Male,Yes,0,Graduate,Yes,7332.0,669.0,4479.0,360,Urban,No
4646,Female,No,0,Not Graduate,Yes,6669.0,4890.0,5663.0,180,Rural,No
4647,Male,No,1,Not Graduate,Yes,5105.0,4794.0,4539.0,180,Rural,Yes
4648,Female,Yes,2,Not Graduate,No,1636.0,4588.0,7682.0,360,Urban,No
4649,Male,Yes,2,Graduate,Yes,4597.0,3648.0,945.0,180,Rural,No
4650,Male,Yes,3,Not Graduate,No,10112.0,4533.0,5557.0,360,Urban,No
4651,Female,No,2,Graduate,No,10532.0,1887.0,5404.0,360,Semiurban,Yes
4652,Female,No,2,Not Graduate,No,6669.0,2627.0,5506.0,180,Semiurban,No
4653,Male,No,3,Not Graduate,Yes,3067.0,1820.0,5021.0,360,Urban,Yes
4654,Female,No,1,Graduate,Yes,5707.0,2583.0,5433.0,180,Rural,Yes
4655,Male,Yes,3,Graduate,Yes,1728.0,4945.0,5330.0,360,Urban,Yes
4656,Female,No,3,Not Graduate,No,9974.0,4787.0,3122.0,360,Semiurban,Yes
4657,Female,No,1,Not Graduate,Yes,11312.0,2627.0,6821.0,180,Urban,No
4658,Female,Yes,3,Not Graduate,No,10232.0,1980.0,4800.0,180,Rural,No
4659,Male,Yes,2,Not Graduate,No,5438.0,1777.0,4861.0,180,Urban,Yes
4660,Male,No,0,Not Graduate,No,1660.0,1891.0,2157.0,360,Rural,No
4661,Male,Yes,0,Not Graduate,No,9297.0,1007.0,8541.0,180,Rural,Yes
4662,Female,Yes,1,Graduate,Yes,3504.0,4197.0,5021.0,180,Semiurban,Yes
4663,Male,Yes,3,Graduate,Yes,8268.0,920.0,6538.0,180,Urban,No
4664,Female,Yes,3,Graduate,No,8394.0,120.0,5021.0,180,Rural,No
4665,Female,No,2,Not Graduate,Yes,5916.0,2675.0,9799.0,180,Rural,No
4666,Male,No,2,Not Graduate,No,3016.0,4013.0,1187.0,360,Semiurban,No
4667,Female,No,2,Not Graduate,Yes,11317.0,2137.0,3019.0,180,Semiurban,Yes
4668,Female,No,2,Graduate,No,5352.0,4827.0,6572.0,180,Rural,Yes
